GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric_x,Value,Low,High,STATE,Numeric_y,S2_NDVI_existing,S3_NDVI_existing,S3_Temperature_existing,Numeric,S2_NDVI_fake,S3_NDVI_fake,S3_Temperature_fake,latitude,longitude
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,13524751.0,13 524 751,,,Borno,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,11.8333,13.15
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,14548024.0,14 548 024,,,Borno,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,11.8333,13.15
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,20482380.0,20 482 380,,,Borno,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,11.8333,13.15
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,291.07354,291.07 [228.98-367.07],228.98336,367.06932,Borno,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,45920.0,0.4448458287826241,-0.6254667916931447,280.7239592500914,11.8333,13.15
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,2476514.0,2 476 514,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,29489245.0,29 489 245,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,3298156.0,3 298 156,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,19806915.0,19 806 915,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,3569878.0,3 569 878,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,17330401.0,17 330 401,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,292.99995,293.00 [226.46-376.22],226.46166,376.22315,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,19806915.0,19 806 915,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,23376793.0,23 376 793,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,19806915.0,19 806 915,,,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,86.66942,86.67 [69.87-110.38],69.87148,110.38039,Borno,36531.0,0.079911369052596,-0.3270285160901109,300.6774165909942,36531.0,0.07991136905259603,-0.3270285160901109,300.6774165909942,11.8333,13.15
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,18325240.0,18 325 240,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,27370935.0,27 370 935,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,304.36879,304.37 [218.69-414.28],218.68928,414.27902,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,93.57971,93.58 [72.02-125.44],72.02464,125.44491,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,3254815.0,3 254 815,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,21580055.0,21 580 055,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,3086039.0,3 086 039,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,16013077.0,16 013 077,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,2312163.0,2 312 163,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,18325240.0,18 325 240,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,18325240.0,18 325 240,,,Borno,11585.0,-0.0252683184706122,-0.6607251231570482,277.805015650766,11585.0,-0.02526831847061222,-0.6607251231570482,277.805015650766,11.8333,13.15
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,16702261.0,16 702 261,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,8068583.0,8 068 583,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,839849.0,839 849,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,7511712.0,7 511 712,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,20243915.0,20 243 915,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,8068583.0,8 068 583,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,88.66121,88.66 [77.62-102.50],77.62234,102.50178,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,556871.0,556 871,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,8068583.0,8 068 583,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,283.81282,283.81 [227.07-351.95],227.06865,351.95488,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2015,2015,2015,AFR,Africa,NGA,Nigeria,,,,8633678.0,8 633 678,,,Delta,34253.0,-0.073783563967991,0.1142467995914167,301.3597013200071,34253.0,-0.07378356396799109,0.11424679959141673,301.3597013200071,5.8904,5.68
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,284.82542,284.83 [225.41-353.73],225.41075,353.73007,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,10358387.0,10 358 387,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,13598282.0,13 598 282,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,13598282.0,13 598 282,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,23956669.0,23 956 669,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,12979919.0,12 979 919,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,29113322.0,29 113 322,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,901141.0,901 141,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,13598282.0,13 598 282,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,618363.0,618 363,,,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,87.91637,87.92 [75.66-103.81],75.66422,103.80589,Delta,34276.0,0.2752457312257375,-0.7037339833242594,303.3363942577053,34276.0,0.27524573122573753,-0.7037339833242594,303.3363942577053,5.8904,5.68
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,12338760.0,12 338 760,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,25106551.0,25 106 551,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,13087878.0,13 087 878,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,288.97983,288.98 [229.08-359.80],229.07687,359.80387,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,13087878.0,13 087 878,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,7131390.0,7 131 390,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,20219268.0,20 219 268,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,13087878.0,13 087 878,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,749118.0,749 118,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,1055444.0,1 055 444,,,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,88.47538,88.48 [74.72-107.06],74.71969,107.05675,Delta,33247.0,0.210582342981474,-0.5901199793944772,286.12912480723105,33247.0,0.21058234298147407,-0.5901199793944772,286.12912480723105,5.8904,5.68
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,14548024.0,14 548 024,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,1428731.0,1 428 731,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,25381459.0,25 381 459,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,5934356.0,5 934 356,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,14548024.0,14 548 024,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,1023273.0,1 023 273,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,88.36542,88.37 [72.84-109.45],72.84207,109.44836,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,13524751.0,13 524 751,,,Delta,34300.0,0.0752762910941219,0.4903601512184036,285.70842015703244,34300.0,0.07527629109412191,0.4903601512184036,285.70842015703244,5.8904,5.68
